gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,comparison,direction
Ttc9,1.873734946399772e-18,0.7089261466268933,0.418,0.17,3.573774663268285e-14,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Dlgap4,1.3491550305025223e-13,0.7088268055544327,0.655,0.435,2.573243389677461e-9,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Ctc1,5.9031497521073524e-5,0.7085176723208055,0.172,0.09,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Loxl2,2.8526575339974985e-4,0.7081680841032669,0.158,0.087,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Ptpn23,9.88067923040294e-10,0.7080215861101493,0.467,0.278,1.8845419496147526e-5,Neopl-ACR_vs_Astrocyte-R,Shared/NS
AI597479,1.716411058970675e-6,0.7079943218763303,0.221,0.114,0.03273710812774769,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Vldlr,5.3672072574813455e-8,0.7078422735734087,0.248,0.121,0.001023687440219417,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Nup85,5.651902877787862e-4,0.7078214931457019,0.217,0.136,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Plrg1,7.320151042162707e-8,0.707461925172889,0.3,0.161,0.001396172408271693,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Zscan26,8.710028882280073e-12,0.707452464169352,0.479,0.276,1.6612638087172784e-7,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Rab6a,2.3721093768247294e-16,0.7069401822220323,0.754,0.551,4.524324214417806e-12,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Smndc1,2.341238037205081e-13,0.7069061177088849,0.456,0.238,4.4654433083612505e-9,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Vps36,3.1084369510517953e-10,0.7068478797024541,0.438,0.248,5.928721796741089e-6,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Pdhx,9.985927602442598e-11,0.7068422911151734,0.366,0.185,1.9046159716138767e-6,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Ddx18,8.837291586475893e-8,0.7065139909139215,0.271,0.139,0.001685536624288547,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Znrf2,7.344347313918942e-8,0.7063678109956621,0.228,0.108,0.0014007873631837597,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Ptk7,1.4116041774355245e-7,0.7063644928824369,0.293,0.16,0.002692352647622776,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Bud31,7.141005147281318e-12,0.7063198537190493,0.549,0.335,1.362003911740966e-7,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Dis3,0.016725165108897887,0.706319689745138,0.106,0.066,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Anp32e,4.5208282093366614e-23,0.7062534165044244,0.801,0.488,8.622575643667814e-19,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Exoc4,3.91626003308244e-14,0.7060796880621258,0.634,0.394,7.469482761098138e-10,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Trim28,6.259864239234451e-8,0.7060379341179892,0.244,0.118,0.001193943906349187,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Alkbh6,2.36688123636594e-9,0.7059032688220617,0.309,0.157,4.514352582120758e-5,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Hr,1.1739429938264302e-6,0.7058661895390901,0.291,0.168,0.022390614721251503,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Trappc13,2.0370131189541706e-8,0.705576317777165,0.332,0.181,3.8851951217812894e-4,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Rbm43,0.006353688777631373,0.7053340241426915,0.172,0.114,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Mycl,0.0021609415636103827,0.7052047273104867,0.126,0.073,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Nudt7,0.004233172542724719,0.7051868892025956,0.165,0.107,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Aimp1,2.9563401363215696e-10,0.7049765360309097,0.424,0.237,5.63862754200613e-6,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Cmpk1,1.4006055975155957e-13,0.7049087202202117,0.549,0.325,2.6713750561414955e-9,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Mpp7,0.0077714980984609034,0.7046802895575817,0.111,0.066,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Zfp426,6.307005802883651e-5,0.704196716810451,0.187,0.102,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Prdm2,1.5479459159002382e-9,0.7040904519956681,0.393,0.223,2.9523972453965242e-5,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Slc35a5,3.6623539996976517e-9,0.7035696291347109,0.521,0.335,6.985207783623332e-5,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Txndc9,7.118927652035997e-14,0.7033325415487413,0.625,0.397,1.3577930710728257e-9,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Ube2r2,9.105703245903083e-21,0.7033288418629797,0.806,0.568,1.736730780091095e-16,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Fnbp4,1.9828105735880964e-7,0.703265415682371,0.269,0.139,0.003781814607004576,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Peak1,5.163897817475132e-9,0.7030452693437057,0.291,0.146,9.84910230727032e-5,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Bivm,3.225354060334217e-8,0.7029473558600339,0.262,0.132,6.151717799275452e-4,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Cab39l,0.0037909749853337333,0.7029410142026604,0.115,0.066,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Nudt11,1.4126119397295164e-19,0.7029395571959327,0.454,0.192,2.6942747526461067e-15,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Zbtb45,0.006341697536779138,0.7025743407278782,0.12,0.072,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Sepsecs,6.871545919286143e-4,0.7023923309252815,0.158,0.091,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Cpne8,2.776165473260543e-8,0.7023468462742424,0.465,0.299,5.294980407149834e-4,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Upf2,8.63501360115248e-7,0.7022697017247197,0.196,0.094,0.016469561441478126,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Tubg1,2.630063281598883e-13,0.702265500312969,0.397,0.192,5.0163196969935494e-9,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Dnajc10,3.61887148681302e-17,0.7022484900851484,0.67,0.422,6.902273586798474e-13,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Atxn7l3,9.138844433542197e-11,0.7017913405359819,0.449,0.266,1.7430517988095032e-6,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Farsb,1.7204036389346514e-8,0.7016969134389784,0.345,0.195,3.281325860540061e-4,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Scpep1,2.1005647109934652e-8,0.7016619257308732,0.359,0.202,4.006407073277836e-4,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Itsn2,0.01101503824510901,0.7015021228483567,0.19,0.133,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Bclaf1,1.3813142126218198e-15,0.7014497107769344,0.616,0.366,2.634580597733597e-11,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Lrfn1,0.002365996017000426,0.7013218678095754,0.113,0.062,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Mrtfa,2.559044361560172e-7,0.7013071676482943,0.242,0.119,0.004880865310803716,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Zbtb33,8.914491352386386e-8,0.7012127415510312,0.278,0.146,0.0017002609356406553,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Rad50,1.6322140089306252e-4,0.7005542897718504,0.147,0.076,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Ubtf,1.3575989756213711e-15,0.7000958204506899,0.58,0.334,2.5893485262026412e-11,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Lmo4,7.634595142645768e-15,0.6998034309744259,0.797,0.631,1.4561463315568271e-10,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Srsf1,3.2849498657846e-12,0.699677989182081,0.609,0.377,6.265384879010968e-8,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Taf6,1.0339228203191512e-13,0.699600011772267,0.348,0.151,1.9720009951947173e-9,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Zfp511,2.587313891946256e-4,0.6995826073859475,0.163,0.09,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Usp33,1.4309106801466851e-10,0.6995423180530006,0.415,0.223,2.7291759402437727e-6,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Mlh1,0.005608033837756456,0.6995011478425974,0.108,0.062,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Rpia,0.008205548936450315,0.6991682440588454,0.147,0.095,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Klhdc10,4.04012838101574e-16,0.6991112439086001,0.54,0.295,7.705736861111321e-12,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Arfgap1,2.0683993433310342e-11,0.6990972373386606,0.488,0.286,3.9450580675352817e-7,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Orc3,1.9090344820989072e-5,0.6989223585236961,0.266,0.158,0.36411014677072456,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Lyn,7.161370600981869e-10,0.6988459133388062,0.312,0.151,1.3658882147252719e-5,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Prdm4,1.3857586649960354e-7,0.6988086523800616,0.246,0.123,0.002643057501746938,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Vps51,8.276488971642321e-11,0.6987191695053394,0.409,0.222,1.57857474156134e-6,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Ppp1r7,4.846361906196e-9,0.6985401929237611,0.438,0.266,9.243466063687632e-5,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Larp7,3.575076977721689e-6,0.698090488950261,0.235,0.129,0.06818744319608577,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Pink1,5.010352723841528e-20,0.6975185133496411,0.77,0.488,9.556245750182946e-16,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Lsm6,2.4709542466605e-17,0.6974511494347669,0.472,0.215,4.712851034655572e-13,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Wbp1,7.689783613967416e-14,0.6974478771901356,0.521,0.297,1.4666724286920053e-9,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Ttc30b,6.312810407610543e-9,0.6972226590543478,0.273,0.132,1.2040423290435588e-4,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Plce1,5.454574156158256e-12,0.6971705332046594,0.72,0.53,1.0403509288040641e-7,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Fto,5.514903583255003e-13,0.697146888765714,0.555,0.318,1.0518575604342267e-8,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Snap25,1.0008504254622719e-5,0.6971019302291528,0.12,0.048,0.1908922016484191,Neopl-ACR_vs_Astrocyte-R,Shared/NS
March5,6.638529533310412e-10,0.6969106395665918,0.269,0.118,1.2661667378882949e-5,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Ttc3,7.677248153297594e-17,0.6964869347016196,0.716,0.467,1.4642815402784502e-12,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Lsm4,1.9555619252769738e-11,0.6957049122080887,0.44,0.241,3.729843260080772e-7,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Golim4,3.275109008751117e-19,0.6956159823382612,0.596,0.311,6.246615412391006e-15,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Srp9,3.007124237846786e-18,0.6950991162824942,0.661,0.381,5.735488058845175e-14,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Pcm1,3.79765316897963e-13,0.6950880077063134,0.641,0.422,7.243263889194848e-9,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Cdk12,2.0541457193988943e-8,0.6945520518597921,0.314,0.168,3.917872130609511e-4,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Hcfc1,1.6110418422405782e-10,0.6944221820383768,0.418,0.233,3.0727401057054547e-6,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Prkar1a,1.7152508261986356e-21,0.6944165727794289,0.813,0.585,3.271497900808658e-17,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Afap1l2,3.299514073995231e-12,0.6944135541789528,0.598,0.377,6.293163193331104e-8,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Ddx1,5.128236508754895e-15,0.6943761622914751,0.614,0.366,9.781085493148211e-11,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Nup188,3.065927657940193e-6,0.6942632153232033,0.219,0.115,0.058476438219893304,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Smurf2,3.8172318917441413e-11,0.6931964136223736,0.404,0.213,7.280606387123601e-7,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Mycbp2,1.6047460807099532e-8,0.6931267411270539,0.431,0.264,3.0607321997380937e-4,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Stk3,7.580676609531078e-11,0.6927578344676372,0.404,0.213,1.4458624497358625e-6,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Sfr1,7.959437754879012e-20,0.6927485127531534,0.722,0.454,1.5181035629880739e-15,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Rnf214,1.446848231830134e-9,0.6926679771311824,0.411,0.24,2.7595736325696144e-5,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Uhrf1bp1l,9.087416066594709e-9,0.6924364641153297,0.372,0.21,1.733242866381609e-4,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Rint1,7.119729675028557e-4,0.6922818909710549,0.185,0.114,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Pik3cb,6.855898867649511e-5,0.6922470349515202,0.187,0.104,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Ctnnbl1,3.892995503409837e-5,0.6922204364537028,0.264,0.163,0.7425110323653582,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Ankra2,1.5556819313979936e-11,0.6920123762123553,0.377,0.188,2.967152147755393e-7,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Ap4m1,3.9109235743612627e-7,0.6916124427985015,0.219,0.105,0.0074593045333792365,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Mknk2,9.904748868712118e-8,0.691577900824162,0.309,0.17,0.0018891327517294623,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Hyal2,1.4371806348294215e-8,0.6910696667448609,0.334,0.18,2.7411346248101554e-4,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Cenpc1,1.6800708683756374e-9,0.6909379647296541,0.287,0.137,3.204399167252853e-5,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Hdac6,6.175844590349157e-10,0.6907156787912585,0.257,0.111,1.1779188387172947e-5,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Dync1li1,1.7975340547928714e-14,0.6906120908284016,0.476,0.248,3.4284367027064433e-10,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Ago2,2.110368305438007e-17,0.6906099777875406,0.605,0.337,4.025105468961911e-13,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Smc6,1.6361102462251796e-17,0.690325528819663,0.433,0.188,3.120553072625285e-13,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Sdf2l1,2.374236185632147e-11,0.690309881699572,0.438,0.243,4.5283806768561944e-7,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Erh,8.313536856687945e-6,0.6902450364753134,0.205,0.107,0.15856408846760917,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Papola,9.889705449964281e-20,0.6900525490147515,0.767,0.489,1.8862635204716873e-15,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Zfp512b,5.982987216315566e-8,0.6899415182632199,0.377,0.222,0.001141135151767868,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Dnajc14,1.3055064719686474e-15,0.6898178442551962,0.521,0.264,2.4899924939858012e-11,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Gpr173,1.3910993867017475e-6,0.689603878423507,0.257,0.14,0.02653243860256243,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Fgd1,1.2845120289435459e-5,0.6895179094431958,0.271,0.165,0.2449949792804025,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Rfc1,3.2801860850171766e-5,0.6890437352944174,0.262,0.158,0.625629891995326,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Cnrip1,5.448851159090909e-15,0.688746938481061,0.377,0.167,1.039259381573409e-10,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Psmb6,1.71345931165435e-14,0.6886319360324922,0.585,0.339,3.2680809451183416e-10,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Utp18,3.077807904150236e-7,0.6884852569994759,0.266,0.139,0.005870303015585746,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Cic,1.5492700497882068e-9,0.6882986400958504,0.524,0.346,2.9549227659610467e-5,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Nit2,1.9165820703664697e-12,0.6879626273210763,0.332,0.149,3.6554969828099675e-8,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Bysl,3.233378189883236e-6,0.6879537410279359,0.244,0.133,0.061670222215642966,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Ywhab,1.7243251170567147e-17,0.6874665691387037,0.799,0.576,3.288805295762272e-13,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Borcs5,1.278807241225802e-4,0.6873000438472621,0.172,0.093,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Urb2,5.298915582043468e-4,0.6865891964617596,0.169,0.1,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Etv3,5.334377189318202e-6,0.6862819010159069,0.178,0.087,0.10174257613186606,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Ube2e2,2.2876206218903702e-18,0.686269425459378,0.596,0.303,4.363178812131503e-14,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Pxn,7.0979564523408304e-6,0.686160129697762,0.278,0.165,0.13537932341549666,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Prrc2c,1.3224154306695882e-17,0.6860937475120342,0.734,0.491,2.522242950916106e-13,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Ift80,1.831330800944198e-5,0.6860522403828362,0.223,0.126,0.3492897236640869,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Dhx34,0.0012067215181852877,0.6858427102064484,0.126,0.069,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Pot1a,0.002702389108268017,0.6858375287405054,0.122,0.069,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Dpm3,1.7096533719229008e-15,0.6856587706239442,0.567,0.317,3.2608218762685485e-11,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Them6,0.0012759725110671584,0.685453864189014,0.172,0.104,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Emg1,9.984451059642203e-13,0.685443848361549,0.508,0.288,1.9043343506055573e-8,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Klhl12,6.590247760620023e-8,0.6850357940217684,0.237,0.112,0.001256957955383057,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Tnrc6b,1.176664419288723e-7,0.6847609479947989,0.472,0.313,0.0022442520469093813,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Nfkbia,4.1098103366072405e-8,0.6846894912655408,0.666,0.513,7.83864125501099e-4,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Cnnm4,1.0187354903648076e-5,0.6846240599196034,0.124,0.05,0.19430342007727977,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Dnttip1,3.033804719020286e-8,0.6841631210906292,0.302,0.161,5.786375740587391e-4,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Kif5c,1.8490884637087933e-10,0.6841476780024665,0.479,0.278,3.5267664268317815e-6,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Pik3r1,2.666872961739746e-14,0.6838457241049802,0.72,0.48,5.086526799926217e-10,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Apba1,2.5034728479014564e-7,0.6836846931500025,0.264,0.14,0.004774873762802448,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Smim11,4.3626499624886334e-8,0.6836283846865461,0.348,0.201,8.320882273454571e-4,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Pdlim5,3.660916988028644e-16,0.6835664983003447,0.734,0.506,6.982466971267033e-12,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Zranb1,1.2221762851697398e-7,0.6835293967820831,0.341,0.195,0.0023310568287042447,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Pex1,8.283797721044044e-4,0.683310831041549,0.122,0.065,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Col5a1,3.637766053591725e-9,0.6832095794694136,0.327,0.168,6.938311194015496e-5,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Mapk1ip1,1.3454087647768195e-6,0.6831904063463493,0.3,0.175,0.025660981370588278,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Efna1,0.020331130597434827,0.6831672616073776,0.102,0.063,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Sbf2,1.2420201772671898e-14,0.6829492459498019,0.53,0.283,2.368905084101711e-10,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Fignl2,3.277791451955454e-5,0.6829004130816689,0.158,0.079,0.6251731636314638,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Slc25a40,5.168331531137265e-4,0.6828066943154356,0.135,0.073,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Slc38a2,7.45906985374004e-14,0.6826572121193674,0.684,0.439,1.4226683932038379e-9,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Plekha7,8.98619828282902e-4,0.682641794030598,0.226,0.147,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Sec24c,4.165105290745002e-12,0.6824975067162204,0.553,0.346,7.944105321037942e-8,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Rubcn,4.196604917951407e-12,0.6824026503995271,0.528,0.313,8.004184560008719e-8,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Trappc2,1.6019047053050085e-12,0.6820106995919304,0.494,0.282,3.055312844428243e-8,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Wdr12,0.028714889269918827,0.6818342225247891,0.122,0.083,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Ambra1,3.0779501772873e-5,0.6814552570338166,0.316,0.209,0.5870574373140067,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Uba2,1.2604343085644705e-16,0.6808743576777859,0.558,0.3,2.4040263567250144e-12,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Ypel3,6.235959639937365e-9,0.6806526075290147,0.497,0.332,1.1893845821252537e-4,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Ppp2r2d,5.014502862488069e-6,0.6806100012234446,0.296,0.181,0.09564161309623495,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Dstn,2.971308240863455e-17,0.6806059843671525,0.688,0.412,5.667176207798868e-13,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Pfdn4,1.3658850152046779e-14,0.6803932140573521,0.431,0.209,2.6051524894998823e-10,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Hbp1,1.946171056294106e-9,0.6801559078892904,0.433,0.257,3.711932055669748e-5,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Nsd2,8.46189595087566e-12,0.6800291880705442,0.537,0.33,1.6139374147105144e-7,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Nedd9,1.072514595206675e-9,0.6800110428987299,0.449,0.272,2.0456070874376912e-5,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Prrc2b,6.49637694070196e-12,0.6799031126607357,0.643,0.443,1.239053973900085e-7,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Ift43,6.125365412267386e-5,0.6798397439064301,0.221,0.129,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
C2cd3,1.8609619416931505e-6,0.6796574581479566,0.248,0.135,0.03549412711391346,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Mapkbp1,1.1650637430410495e-5,0.6794518931329594,0.165,0.079,0.22221260771021936,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Plekhm3,0.0012949702485138485,0.6793242541659188,0.106,0.055,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Cops2,9.587271271513542e-14,0.6792228315122513,0.512,0.289,1.828580249615778e-9,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Tbrg4,5.135366530431655e-5,0.6791861086053184,0.26,0.161,0.9794684583492296,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Smarca4,1.020580571162633e-18,0.6790194308320974,0.688,0.421,1.9465533233784897e-14,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Map1s,9.507980711587098e-9,0.6786151087892399,0.37,0.216,1.8134571611210074e-4,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Gtf2h3,2.3885666052318578e-4,0.6779994153835482,0.214,0.13,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Zfp280c,2.2758155701185787e-7,0.6778718546824627,0.343,0.196,0.004340663036887165,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Taf1b,0.002094279290442862,0.6773593318283828,0.187,0.122,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Bccip,2.1162838178340646e-12,0.6773570751457569,0.528,0.306,4.036388125754912e-8,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Usp31,1.1186343611673608e-6,0.6770635718209292,0.185,0.086,0.021335713170545074,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Prpsap2,4.573652331053876e-5,0.6770177909177877,0.321,0.217,0.8723327091019057,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Klc2,2.5477607020425106e-5,0.6769185146507906,0.237,0.139,0.48593439870056804,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Ldb1,9.893765442881192e-12,0.6765860271785591,0.567,0.353,1.8870378829207297e-7,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Pcbp4,1.3130090112162567e-14,0.6764476439275305,0.698,0.478,2.5043020870927666e-10,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Ercc1,1.6333127308127725e-5,0.6763431447430428,0.255,0.149,0.3115217371479201,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Appl1,2.472085353737362e-13,0.6758206689223599,0.503,0.279,4.715008395183271e-9,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Efnb2,4.505161110398365e-4,0.6758082875193778,0.156,0.087,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Gfpt1,1.1675296645797878e-9,0.6753089257691159,0.451,0.268,2.226829329253029e-5,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Nenf,7.436503090855713e-13,0.6749185064502214,0.643,0.424,1.4183642345189102e-8,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Ric8b,7.946193538948098e-11,0.6749113137098697,0.427,0.234,1.5155774936835708e-6,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Tmie,1.1196709187352427e-7,0.6746996756092598,0.183,0.076,0.0021355483433037285,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Paxbp1,6.2868781777151425e-9,0.6745906074344912,0.366,0.202,1.1990962748356091e-4,Neopl-ACR_vs_Astrocyte-R,Shared/NS
